Date,type_of_car,Base_Loss_USD,flood_risk_flag,Prob_Cover_Deploy,Depreciation_Timeline_months,Expected_Loss_USD
30/06/2020,Truck,53514,0,0.52,63,43466.21
01/07/2020,Crossover,35075,1,0.58,83,34225.18
02/07/2020,Crossover,33246,0,0.43,31,25331.11
03/07/2020,Crossover,37008,0,0.69,52,23806.4
04/07/2020,Truck,55125,0,0.45,57,40479.29
05/07/2020,Pickup,50369,0,0.44,26,30376.35
06/07/2020,SUV,47256,0,0.66,80,40155.5
07/07/2020,Van,57614,0,0.82,13,43322.09
08/07/2020,SUV,48412,0,0.54,16,31444.19
09/07/2020,Hatchback,32244,1,0.36,30,30858.89
10/07/2020,SUV,47191,0,0.05,28,33153.19
11/07/2020,Pickup,55551,0,0.61,67,43646.09
12/07/2020,Crossover,38708,0,0.62,21,25138.88
13/07/2020,Truck,55846,1,0.47,25,48739.1
14/07/2020,Truck,59943,0,0.42,31,45872.61
15/07/2020,???,60111,0,0.15,24,36803.19
16/07/2020,SUV,37303,1,0.32,44,26521.44
17/07/2020,Crossover,42991,0,0.72,30,30669.37
18/07/2020,Pickup,49356,1,0.67,15,43289.64
19/07/2020,Convertible,47192,1,0.35,66,33600.81
20/07/2020,Wagon,29692,1,0.62,55,27335.17
21/07/2020,Crossover,33200,0,0.63,26,23583.32
22/07/2020,SUV,45248,0,0.65,60,34313.62
23/07/2020,Convertible,53592,1,0.12,72,44597.47
24/07/2020,Truck,61073,0,0.4,18,37729.23
25/07/2020,Coupe,48597,0,0.2,53,32294.41
26/07/2020,Pickup,70160,1,0.67,13,55458.45
27/07/2020,SUV,41760,1,0.38,42,26369.08
28/07/2020,Pickup,54434,0,0.63,12,44595.13
29/07/2020,Crossover,40772,0,0.57,29,32717.93
30/07/2020,Hatchback,23818,1,0.27,43,18089.38
31/07/2020,Coupe,75165,0,0.3,33,43449.26
01/08/2020,Sedan,26114,0,0.39,63,18021.82
02/08/2020,Crossover,32517,0,0.6,75,26656.71
03/08/2020,Crossover,30187,0,0.14,38,18671.26
04/08/2020,Pickup,52260,1,0.14,19,43442.8
05/08/2020,Van,44193,1,0.44,26,32551.47
06/08/2020,Convertible,66848,0,0.72,30,60030.48
07/08/2020,Crossover,43227,1,0.66,29,39044.09
08/08/2020,Van,47027,0,0.65,21,32200.14
09/08/2020,Van,40945,1,0.42,58,34945.6
10/08/2020,Convertible,68871,0,0.21,78,40272.77
11/08/2020,SUV,39389,0,0.55,81,25911.35
12/08/2020,Sedan,27952,0,0.31,23,21171.83
13/08/2020,Coupe,57755,0,0.18,49,36183.07
14/08/2020,Van,36700,1,0.58,45,29393.5
15/08/2020,Pickup,83327,0,0.6,43,62334.95
16/08/2020,SUV,35668,0,0.59,47,25319.25
17/08/2020,Wagon,44889,0,0.07,82,22964.57
18/08/2020,Coupe,47273,0,0.35,64,30679.63
19/08/2020,Coupe,41048,0,0.36,79,31459.43
20/08/2020,SUV,48576,0,0.62,45,37130.21
21/08/2020,Pickup,66975,0,0.24,46,42791.83
22/08/2020,Wagon,43659,0,0.28,14,32969.19
23/08/2020,Convertible,70197,0,0.66,25,49320.21
24/08/2020,???,45632,0,0.7,19,27266.3
25/08/2020,Truck,65808,0,0.81,17,51147.45
26/08/2020,Coupe,50044,1,0.43,59,44562.69
27/08/2020,Crossover,32706,0,0.47,68,22435.04
28/08/2020,Wagon,37953,0,0.73,32,28512.55
29/08/2020,Truck,63879,0,0.21,17,39505.25
30/08/2020,Crossover,30931,1,0.65,67,24236.33
31/08/2020,Crossover,43027,0,0.49,67,32091.7
01/09/2020,Convertible,72425,0,0.05,41,45569.86
02/09/2020,Hatchback,19311,1,0.7,27,17398.58
03/09/2020,SUV,43076,1,0.34,22,32874.66
04/09/2020,SUV,47334,1,0.18,26,35966.02
05/09/2020,Truck,57365,0,0.41,25,37178.26
06/09/2020,Hatchback,30699,0,0.29,26,18715.43
07/09/2020,Convertible,61254,0,0.85,22,58801.32
08/09/2020,Pickup,80624,0,0.16,64,57665.55
09/09/2020,Crossover,31817,0,0.37,59,20789.02
10/09/2020,Coupe,59023,0,0.42,59,34634.04
11/09/2020,Wagon,36062,0,0.54,16,25083.11
12/09/2020,SUV,48226,0,0.78,12,39720.91
13/09/2020,Hatchback,29938,0,0.0,27,17109.52
14/09/2020,MISC_VEHICLE,46980,0,0.23,34,26843.68
15/09/2020,Sedan,30591,0,0.49,14,19219.81
16/09/2020,SUV,41511,1,0.74,83,35886.34
17/09/2020,Crossover,36229,1,0.23,43,33283.67
18/09/2020,Sedan,26943,0,0.51,78,19060.64
19/09/2020,Hatchback,18425,0,0.25,73,14465.35
20/09/2020,Truck,53153,0,0.23,32,30485.69
21/09/2020,Coupe,74157,0,0.62,50,56813.54
22/09/2020,Hatchback,25632,1,0.16,19,17692.3
23/09/2020,Convertible,65547,0,0.17,65,45684.31
24/09/2020,Convertible,65200,0,0.57,38,46429.68
25/09/2020,Convertible,72233,0,0.61,73,46981.99
26/09/2020,SUV,48923,0,0.87,72,36450.05
27/09/2020,Unknown,28715,1,0.34,63,26183.86
28/09/2020,Coupe,77958,0,0.49,54,51098.77
29/09/2020,Pickup,58312,0,0.43,76,39567.38
30/09/2020,Van,56368,0,0.69,25,45011.8
01/10/2020,Crossover,27979,0,0.05,43,19188.92
02/10/2020,Hatchback,22448,1,0.66,63,20497.02
03/10/2020,Hatchback,32869,1,0.08,75,24845.68
04/10/2020,Pickup,83108,0,0.38,14,53507.47
05/10/2020,Coupe,66130,0,0.62,15,47404.28
06/10/2020,Sedan,33273,0,0.37,70,24432.94
07/10/2020,Crossover,39916,0,0.27,23,31927.57
08/10/2020,Truck,64234,0,0.41,20,37276.93
09/10/2020,Coupe,50032,0,0.19,75,27279.08
10/10/2020,Wagon,51209,0,0.16,42,32514.05
11/10/2020,Wagon,47988,0,0.25,15,37166.75
12/10/2020,Coupe,41330,0,0.55,44,29906.43
13/10/2020,Sedan,29991,0,0.16,49,20443.46
14/10/2020,Hatchback,28250,0,0.51,40,25588.9
15/10/2020,SUV,45085,0,0.28,21,31601.69
16/10/2020,Truck,61372,0,0.45,42,47272.37
17/10/2020,SUV,36265,0,0.19,33,24095.6
18/10/2020,Convertible,69648,0,0.32,51,38797.72
19/10/2020,Wagon,44611,1,0.54,26,36957.28
20/10/2020,Hatchback,29076,0,0.52,73,19829.19
21/10/2020,Coupe,76322,1,0.67,35,62803.44
22/10/2020,Pickup,58455,0,0.23,14,41683.85
23/10/2020,Crossover,30542,1,0.33,13,22875.09
24/10/2020,Wagon,50821,0,0.21,73,33541.27
25/10/2020,Van,35744,1,0.3,76,29356.31
26/10/2020,SUV,39961,1,0.08,16,24624.44
27/10/2020,Truck,61905,0,0.69,82,47897.52
28/10/2020,Truck,61963,1,0.12,43,51982.05
29/10/2020,Pickup,43024,0,0.65,75,34767.72
30/10/2020,SUV,39362,1,0.35,39,28164.39
31/10/2020,Pickup,66220,0,0.2,66,40997.32
01/11/2020,Coupe,55376,0,0.34,52,41114.35
02/11/2020,Crossover,27414,0,0.71,39,19604.7
03/11/2020,Sedan,30005,0,0.35,67,15846.37
04/11/2020,Truck,48746,0,0.34,56,35972.25
05/11/2020,Crossover,30596,0,0.83,32,26828.31
06/11/2020,Unknown,34534,0,0.03,44,20539.03
07/11/2020,Coupe,65929,0,0.86,26,46575.45
08/11/2020,Coupe,66969,0,0.9,50,52977.72
09/11/2020,???,55540,1,0.21,40,37243.38
10/11/2020,Truck,44971,1,0.54,48,42741.49
11/11/2020,Van,49781,0,0.14,45,32805.61
12/11/2020,SUV,37295,0,0.26,26,26027.57
13/11/2020,Sedan,27215,0,0.12,56,13077.06
14/11/2020,Truck,63018,0,0.57,35,48758.75
15/11/2020,Crossover,38143,0,0.66,23,28003.91
16/11/2020,SUV,49598,0,0.19,37,32027.85
17/11/2020,Wagon,43368,0,0.74,25,33882.73
18/11/2020,Pickup,77617,0,0.3,83,53239.59
19/11/2020,Hatchback,26627,0,0.09,54,14588.62
20/11/2020,Truck,47708,1,0.75,82,38588.07
21/11/2020,Truck,42264,0,0.81,68,34314.48
22/11/2020,Van,56129,1,0.03,41,40363.41
23/11/2020,Convertible,55908,0,0.35,63,39724.19
24/11/2020,Van,58171,0,0.34,33,42987.76
25/11/2020,N/A,27197,1,0.25,53,21479.4
26/11/2020,Coupe,74818,1,0.13,84,67079.32
27/11/2020,SUV,39846,0,0.7,80,30576.19
28/11/2020,Truck,61040,0,0.83,43,46765.07
29/11/2020,MISC_VEHICLE,82571,0,0.66,41,71673.21
30/11/2020,Convertible,71620,1,0.17,35,45719.53
01/12/2020,Convertible,57896,0,0.59,43,43864.78
02/12/2020,SUV,34811,1,0.6,81,26550.53
03/12/2020,Pickup,59251,0,0.42,43,49832.8
04/12/2020,Wagon,51332,1,0.84,47,45164.79
05/12/2020,SUV,51131,0,0.28,56,28914.08
06/12/2020,SUV,36899,1,0.41,21,32975.39
07/12/2020,Pickup,62416,0,0.52,71,42935.74
08/12/2020,Pickup,41037,1,0.32,62,38375.45
09/12/2020,Sedan,29524,0,0.24,12,21017.99
10/12/2020,SUV,41753,0,0.21,14,28016.06
11/12/2020,Pickup,82680,0,0.29,20,53194.81
12/12/2020,Hatchback,22868,1,0.12,55,19360.76
13/12/2020,Convertible,48832,0,0.45,27,36421.08
14/12/2020,Wagon,37153,0,0.3,42,27852.3
15/12/2020,Convertible,62555,1,0.4,46,58040.93
16/12/2020,Coupe,38660,0,0.59,15,28850.57
17/12/2020,Convertible,48766,0,0.62,28,41830.27
18/12/2020,SUV,51962,0,0.29,66,32957.01
19/12/2020,Hatchback,33401,1,0.21,72,29467.03
20/12/2020,???,44856,0,0.77,64,35714.39
21/12/2020,Crossover,42248,0,0.34,64,27266.16
22/12/2020,SUV,44398,1,0.2,40,39375.6
23/12/2020,Truck,52160,1,0.79,32,37374.12
24/12/2020,SUV,38621,0,0.27,79,24114.33
25/12/2020,Van,35359,0,0.33,76,23349.48
26/12/2020,Coupe,51460,1,0.36,34,33618.47
27/12/2020,Truck,53365,0,0.52,38,42969.89
28/12/2020,Sedan,25778,0,0.13,45,16876.53
29/12/2020,Wagon,55334,0,0.21,59,37632.18
30/12/2020,Coupe,63918,0,0.17,31,48474.05
31/12/2020,Pickup,59627,1,0.83,71,56397.42
01/01/2021,Pickup,62162,1,0.45,30,52930.08
02/01/2021,Truck,51855,1,0.19,13,33399.46
03/01/2021,Van,42868,0,0.23,57,33331.35
04/01/2021,Van,31254,0,0.54,40,26681.23
05/01/2021,Truck,58223,1,0.41,57,44623.86
06/01/2021,Van,42227,1,0.29,42,38869.81
07/01/2021,Van,27602,1,0.48,47,27290.77
08/01/2021,Convertible,67429,1,0.3,82,48401.85
09/01/2021,Coupe,62975,0,0.74,29,58923.68
10/01/2021,Convertible,54884,0,0.59,76,43053.23
11/01/2021,Pickup,47045,0,0.62,59,33663.45
12/01/2021,Truck,48198,0,0.82,74,40493.48
13/01/2021,Crossover,38781,0,0.18,51,25703.83
14/01/2021,Coupe,50506,1,0.7,77,46363.77
15/01/2021,Sedan,26450,1,0.44,34,24922.12
16/01/2021,Hatchback,32530,0,0.44,60,22724.49
17/01/2021,Wagon,54520,1,0.88,12,45822.37
18/01/2021,Sedan,33360,0,0.62,15,25328.43
19/01/2021,Convertible,67559,0,0.31,44,52007.65
20/01/2021,Sedan,26531,0,0.48,75,14957.42
21/01/2021,Pickup,61524,0,0.48,79,40605.91
22/01/2021,Convertible,68416,0,0.6,24,42820.95
23/01/2021,Crossover,36338,1,0.85,63,35928.27
24/01/2021,Hatchback,16732,0,0.79,32,15604.4
25/01/2021,Hatchback,27389,0,0.11,70,20606.1
26/01/2021,Convertible,55054,0,0.47,64,40481.49
27/01/2021,Van,58638,0,0.85,60,42697.97
28/01/2021,Wagon,32741,0,0.44,43,23205.1
29/01/2021,Convertible,59916,0,0.22,53,37544.87
30/01/2021,Crossover,40328,0,0.21,63,24378.3
31/01/2021,Pickup,48631,0,0.29,59,29107.65
01/02/2021,Truck,60005,1,0.41,21,47673.32
02/02/2021,SUV,41355,1,0.76,44,32023.87
03/02/2021,Hatchback,30345,0,0.53,60,17058.95
04/02/2021,SUV,47286,0,0.51,22,30356.38
05/02/2021,SUV,42254,0,0.61,84,31507.3
06/02/2021,Convertible,76600,0,0.62,72,58926.25
07/02/2021,Coupe,71703,0,0.26,16,42494.21
08/02/2021,SUV,50820,0,0.26,17,31744.0
09/02/2021,Convertible,55066,1,0.39,50,38272.94
10/02/2021,Sedan,29346,0,0.06,80,19498.86
11/02/2021,Sedan,24001,1,0.12,59,19378.69
12/02/2021,Pickup,58381,0,0.84,13,49590.89
13/02/2021,Wagon,50380,0,0.8,17,40011.5
14/02/2021,SUV,47216,0,0.66,42,35452.4
15/02/2021,Wagon,29318,1,0.18,59,19775.95
16/02/2021,Truck,48406,0,0.28,45,28776.66
17/02/2021,Convertible,43695,0,0.55,43,40640.48
18/02/2021,Sedan,32772,1,0.2,51,23955.39
19/02/2021,Convertible,70456,1,0.58,66,51256.63
20/02/2021,Sedan,28235,0,0.62,37,16806.57
21/02/2021,Truck,60576,0,0.15,29,40178.39
22/02/2021,Truck,46082,0,0.57,17,30269.81
23/02/2021,Coupe,47020,0,0.39,34,39684.33
24/02/2021,Wagon,31600,0,0.17,51,17793.83
25/02/2021,Sedan,31503,0,0.36,35,20650.79
26/02/2021,Truck,49567,0,0.66,57,37639.73
27/02/2021,Coupe,42633,1,0.21,46,31517.59
28/02/2021,Truck,51711,0,0.65,32,39109.34
01/03/2021,SUV,37574,0,0.48,71,26975.28
02/03/2021,Sedan,28001,0,0.19,65,17712.64
03/03/2021,Convertible,63765,1,0.7,56,54289.55
04/03/2021,MISC_VEHICLE,29398,1,0.63,17,29066.52
05/03/2021,Sedan,34279,0,0.51,73,21441.8
06/03/2021,Truck,50622,0,0.39,79,36765.21
07/03/2021,SUV,47216,1,0.63,73,35878.86
08/03/2021,Sedan,35768,0,0.6,23,26324.5
09/03/2021,Hatchback,23818,0,0.56,75,13868.11
10/03/2021,Sedan,28891,0,0.26,32,21816.98
11/03/2021,Convertible,72157,0,0.24,77,39357.31
12/03/2021,SUV,51174,0,0.4,44,31730.05
13/03/2021,Van,41625,0,0.01,49,25927.1
14/03/2021,???,78310,1,0.23,59,62889.3
15/03/2021,Truck,59801,0,0.49,19,48468.96
16/03/2021,Hatchback,26020,0,0.51,48,19166.87
17/03/2021,Truck,46782,0,0.79,52,36141.75
18/03/2021,Convertible,70657,0,0.73,15,59013.94
19/03/2021,Hatchback,28950,0,0.67,19,21758.44
20/03/2021,Hatchback,19842,0,0.78,13,13520.14
21/03/2021,Truck,60737,0,0.48,14,39517.82
22/03/2021,Wagon,52486,0,0.39,58,35262.77
23/03/2021,Pickup,43269,0,0.38,76,28693.84
24/03/2021,Truck,48304,0,0.3,51,36662.75
25/03/2021,Pickup,60188,0,0.16,65,40988.23
26/03/2021,Van,52724,0,0.53,77,44497.68
27/03/2021,Crossover,35757,0,0.62,15,32906.22
28/03/2021,Wagon,36819,0,0.51,74,25455.06
29/03/2021,Sedan,27177,1,0.44,44,20448.07
30/03/2021,Coupe,46755,0,0.64,23,37204.61
31/03/2021,Crossover,36805,0,0.58,76,31417.1
01/04/2021,MISC_VEHICLE,41427,0,0.38,37,27327.93
02/04/2021,Hatchback,22332,0,0.26,25,15704.43
03/04/2021,Wagon,47279,1,0.5,13,37109.77
04/04/2021,Van,47767,0,0.31,15,32023.3
05/04/2021,Coupe,80006,0,0.19,78,51614.73
06/04/2021,Sedan,28576,0,0.14,80,17943.54
07/04/2021,Coupe,56951,1,0.46,79,50171.57
08/04/2021,Crossover,38302,1,0.82,57,27154.59
09/04/2021,Hatchback,23464,0,0.54,72,19432.63
10/04/2021,Convertible,55836,1,0.89,32,41540.61
11/04/2021,Wagon,46872,0,0.69,30,37958.51
12/04/2021,SUV,50069,0,0.56,63,34618.02
13/04/2021,Coupe,65266,0,0.47,12,48831.84
14/04/2021,Convertible,51485,1,0.28,35,35569.52
15/04/2021,Truck,45180,0,0.46,44,33087.61
16/04/2021,Hatchback,32226,0,0.74,22,29725.25
17/04/2021,Coupe,50684,0,0.54,63,33762.55
18/04/2021,Coupe,43750,1,0.41,31,31607.93
19/04/2021,Pickup,41622,0,0.21,74,26871.49
20/04/2021,Hatchback,26736,1,0.47,59,21875.73
21/04/2021,Crossover,38295,0,0.54,50,25649.02
22/04/2021,Pickup,72799,0,0.6,67,53033.63
23/04/2021,Sedan,20298,1,0.68,76,17786.89
24/04/2021,Sedan,31230,0,0.28,75,21378.59
25/04/2021,Wagon,43556,0,0.13,59,33832.84
26/04/2021,Truck,57414,0,0.6,30,40800.58
27/04/2021,Hatchback,26187,1,0.72,23,21296.45
28/04/2021,Van,49571,1,0.32,62,34013.93
29/04/2021,SUV,37173,0,0.49,72,27438.56
30/04/2021,Error,23202,0,0.56,44,17025.58
01/05/2021,Sedan,28338,0,0.62,82,19571.91
02/05/2021,Van,36279,0,0.32,58,27838.72
03/05/2021,Wagon,41847,0,0.24,77,27056.89
04/05/2021,Van,39877,0,0.23,12,25978.31
05/05/2021,Hatchback,34115,0,0.43,47,24741.14
06/05/2021,Coupe,41180,1,0.24,31,30053.89
07/05/2021,???,30083,0,0.75,16,26107.56
08/05/2021,Coupe,75892,0,0.43,12,59026.85
09/05/2021,Van,31200,0,0.65,70,22675.23
10/05/2021,SUV,50658,0,0.19,52,31663.77
11/05/2021,Coupe,56658,0,0.67,33,46672.94
12/05/2021,SUV,46449,0,0.09,41,28024.27
13/05/2021,Truck,65534,0,0.6,67,43356.14
14/05/2021,SUV,38264,0,0.15,61,23126.31
15/05/2021,Pickup,82722,1,0.73,73,64516.09
16/05/2021,Hatchback,28524,0,0.93,54,26038.61
17/05/2021,Truck,51080,0,0.89,64,39770.78
18/05/2021,Convertible,70602,0,0.78,66,57139.84
19/05/2021,Coupe,61293,1,0.54,16,50274.9
20/05/2021,SUV,38082,0,0.07,58,23259.12
21/05/2021,Pickup,75556,1,0.19,41,59916.37
22/05/2021,Hatchback,22963,0,0.24,56,12980.57
23/05/2021,Hatchback,22214,1,0.35,37,13465.91
24/05/2021,Hatchback,27471,0,0.08,83,15546.99
25/05/2021,Hatchback,17560,1,0.3,53,13747.4
26/05/2021,Pickup,72028,0,0.56,49,46642.28
27/05/2021,N/A,32104,1,0.5,41,28214.9
28/05/2021,Hatchback,32439,0,0.43,70,24427.86
29/05/2021,Wagon,36496,0,0.24,56,19951.68
30/05/2021,Wagon,49671,0,0.19,20,34231.33
31/05/2021,Van,53853,0,0.31,19,39029.98
01/06/2021,Truck,58279,0,0.27,62,38606.02
02/06/2021,Crossover,32689,0,0.52,71,22151.97
03/06/2021,Truck,50466,0,0.45,15,33101.97
04/06/2021,Wagon,52292,0,0.81,25,42721.36
05/06/2021,Truck,53446,0,0.62,21,46962.17
06/06/2021,Wagon,31444,1,0.46,35,23791.55
07/06/2021,Coupe,76938,0,0.52,47,52429.69
08/06/2021,Pickup,58075,1,0.37,83,54777.33
09/06/2021,Van,52262,0,0.12,36,36585.11
10/06/2021,Convertible,47920,0,0.36,13,31326.58
11/06/2021,Sedan,25219,0,0.25,56,17323.74
12/06/2021,Wagon,55038,0,0.08,64,39069.23
13/06/2021,SUV,41223,1,0.82,21,36129.14
14/06/2021,SUV,34687,0,0.73,40,34133.62
15/06/2021,Coupe,49574,1,0.21,42,34119.71
16/06/2021,Coupe,48699,0,0.32,23,39385.03
17/06/2021,Wagon,39904,1,0.23,72,31259.96
18/06/2021,Convertible,71912,0,0.36,79,54008.31
19/06/2021,Coupe,47938,0,0.48,20,40105.03
20/06/2021,Pickup,63355,0,0.31,30,45330.03
21/06/2021,Error,40158,0,0.71,54,33599.89
22/06/2021,Wagon,40631,0,0.36,81,28389.74
23/06/2021,Convertible,54667,0,0.15,62,28339.1
24/06/2021,Crossover,34833,0,0.18,15,23057.11
25/06/2021,Pickup,67031,0,0.63,61,51929.01
26/06/2021,Crossover,39914,0,0.43,30,32446.87
27/06/2021,Truck,56981,0,0.65,80,48878.32
28/06/2021,Wagon,43194,0,0.75,60,29805.82
29/06/2021,Crossover,35203,0,0.66,81,23331.49
30/06/2021,Pickup,68421,0,0.2,16,50231.82
01/07/2021,Hatchback,22087,0,0.56,12,19553.5
02/07/2021,Truck,47618,0,0.61,63,33361.33
03/07/2021,Van,34876,0,0.24,54,23624.48
04/07/2021,Truck,56466,0,0.11,61,39363.78
05/07/2021,Hatchback,29810,1,0.56,58,24680.53
06/07/2021,Convertible,72622,0,0.31,28,49772.26
07/07/2021,Truck,59632,0,0.19,60,31879.59
08/07/2021,???,40826,0,0.12,12,28219.12
09/07/2021,Convertible,72932,0,0.56,28,56986.91
10/07/2021,Hatchback,20991,1,0.74,40,18398.9
11/07/2021,Coupe,49620,0,0.57,42,38200.18
12/07/2021,Hatchback,34550,0,0.77,63,24814.69
13/07/2021,Crossover,36639,0,0.65,26,29749.12
14/07/2021,Crossover,44612,1,0.54,69,39392.24
15/07/2021,Truck,60198,0,0.53,39,49303.9
16/07/2021,SUV,49242,0,0.43,60,36444.72
17/07/2021,Pickup,78391,1,0.42,12,69465.39
18/07/2021,SUV,40642,0,0.4,18,28301.41
19/07/2021,Truck,46249,0,0.14,26,30834.32
20/07/2021,Sedan,25002,1,0.83,72,22933.25
21/07/2021,Truck,48638,0,0.69,32,35409.91
22/07/2021,Hatchback,21220,0,0.7,84,14038.64
23/07/2021,Sedan,33348,1,0.26,76,27606.35
24/07/2021,Sedan,25910,0,0.18,83,19377.52
25/07/2021,Pickup,63297,0,0.05,69,37343.13
26/07/2021,Pickup,79206,1,0.23,66,69738.79
27/07/2021,N/A,39112,0,0.74,63,30672.55
28/07/2021,Hatchback,27956,0,0.81,55,18815.23
29/07/2021,Pickup,44406,1,0.5,83,39041.42
30/07/2021,Pickup,81909,1,0.67,21,66180.28
31/07/2021,Crossover,36424,0,0.44,49,30637.16
01/08/2021,Coupe,62587,1,0.25,63,46726.29
02/08/2021,Wagon,50491,0,0.41,28,36308.22
03/08/2021,Convertible,72135,0,0.24,39,49241.11
04/08/2021,Hatchback,27034,0,0.81,36,22654.0
05/08/2021,Pickup,72436,0,0.22,19,45571.5
06/08/2021,Van,43966,1,0.39,18,33474.24
07/08/2021,Wagon,37372,1,0.26,64,26829.36
08/08/2021,Hatchback,24119,0,0.3,74,15649.58
09/08/2021,Convertible,61091,1,0.32,25,46916.96
10/08/2021,Hatchback,29584,0,0.09,32,18082.62
11/08/2021,Truck,61707,1,0.11,65,42457.59
12/08/2021,Pickup,64188,0,0.79,68,42621.17
13/08/2021,Truck,52060,0,0.73,25,38977.59
14/08/2021,Van,55191,1,0.52,15,48025.53
15/08/2021,Crossover,30586,0,0.62,78,21723.17
16/08/2021,Crossover,34347,0,0.47,78,27901.1
17/08/2021,Crossover,34852,0,0.63,64,24138.64
18/08/2021,Hatchback,31410,0,0.6,59,21655.69
19/08/2021,Van,40374,0,0.54,29,30952.7
20/08/2021,Van,48606,0,0.35,75,38435.02
21/08/2021,Convertible,69676,0,0.19,49,41419.63
22/08/2021,Pickup,53642,0,0.64,63,42027.39
23/08/2021,Sedan,31300,0,0.61,75,21717.49
24/08/2021,Wagon,51305,1,0.22,49,40612.7
25/08/2021,Hatchback,28371,1,0.55,78,27233.5
26/08/2021,Crossover,28962,0,0.33,47,21225.32
27/08/2021,Coupe,83836,0,0.07,35,49283.06
28/08/2021,Crossover,34661,0,0.67,54,23551.38
29/08/2021,Wagon,39380,0,0.57,69,31802.21
30/08/2021,Van,43447,0,0.54,78,33810.22
31/08/2021,Van,48430,0,0.2,26,31653.95
01/09/2021,Truck,53188,1,0.56,34,46091.91
02/09/2021,Van,38536,1,0.58,72,32491.46
03/09/2021,Pickup,49075,0,0.35,78,32522.3
04/09/2021,SUV,45122,1,0.65,60,38403.12
05/09/2021,Crossover,32712,0,0.65,82,25757.69
06/09/2021,Sedan,28865,0,0.23,35,19446.08
07/09/2021,???,35119,0,0.32,21,27745.11
08/09/2021,Truck,62211,0,0.08,77,40656.38
09/09/2021,Sedan,31940,0,0.14,29,21530.7
10/09/2021,Convertible,56517,0,0.3,45,33979.16
11/09/2021,Sedan,25377,0,0.42,30,15984.41
12/09/2021,Wagon,51612,0,0.27,38,34866.6
13/09/2021,SUV,34472,0,0.47,59,27434.26
14/09/2021,Truck,56037,0,0.46,49,37373.14
15/09/2021,SUV,36030,0,0.14,63,22797.67
16/09/2021,Pickup,61339,0,0.61,62,49643.51
17/09/2021,Hatchback,22451,0,0.81,77,15106.43
18/09/2021,SUV,35062,0,0.59,35,30224.11
19/09/2021,Wagon,28988,1,0.38,80,25066.35
20/09/2021,Coupe,62852,0,0.23,37,47190.04
21/09/2021,Hatchback,19231,0,0.41,49,16288.93
22/09/2021,Pickup,66225,0,0.53,81,46971.9
23/09/2021,Van,39556,0,0.35,48,25065.91
24/09/2021,Sedan,32255,0,0.17,30,21389.19
25/09/2021,Convertible,61285,1,0.54,20,48998.49
26/09/2021,Crossover,37863,0,0.25,17,24119.03
27/09/2021,Sedan,34787,0,0.87,21,30979.4
28/09/2021,Pickup,87986,0,0.34,67,52818.65
29/09/2021,SUV,50128,1,0.5,53,44784.57
30/09/2021,Pickup,43410,0,0.89,28,37120.1
01/10/2021,SUV,48714,1,0.14,57,40192.22
02/10/2021,Sedan,31317,0,0.48,65,24412.75
03/10/2021,Sedan,28662,0,0.56,83,25171.08
04/10/2021,SUV,45419,1,0.61,61,35789.05
05/10/2021,Van,40911,0,0.37,83,29022.93
06/10/2021,Van,35783,0,0.44,54,25005.74
07/10/2021,SUV,41560,0,0.29,14,29331.01
08/10/2021,Crossover,33652,0,0.33,40,20899.51
09/10/2021,Hatchback,22187,0,0.71,25,16631.16
10/10/2021,Wagon,40691,0,0.37,62,25276.93
11/10/2021,Convertible,69858,0,0.65,83,60790.87
12/10/2021,Convertible,68238,0,0.06,68,47964.83
13/10/2021,Coupe,69796,1,0.28,65,49238.3
14/10/2021,Van,34711,1,0.61,15,26764.51
15/10/2021,Crossover,38398,0,0.38,56,25849.41
16/10/2021,Pickup,56937,0,0.59,69,41979.76
17/10/2021,Truck,60578,0,0.3,61,46649.34
18/10/2021,Wagon,32269,0,0.45,28,23370.58
19/10/2021,Crossover,45584,1,0.3,53,34654.52
20/10/2021,SUV,38286,0,0.05,20,23956.99
21/10/2021,Crossover,29202,0,0.45,60,27069.48
22/10/2021,SUV,33707,1,0.28,70,26895.78
23/10/2021,Error,26824,0,0.52,16,21173.07
24/10/2021,Wagon,43337,0,0.41,56,29947.87
25/10/2021,SUV,34229,0,0.55,59,26120.62
26/10/2021,Crossover,34198,0,0.63,19,22404.5
27/10/2021,Pickup,48141,0,0.75,38,35850.33
28/10/2021,SUV,44013,0,0.21,55,25549.75
29/10/2021,Van,36406,0,0.54,77,23717.01
30/10/2021,Unknown,48618,0,0.57,30,37773.1
31/10/2021,Sedan,32048,0,0.14,26,19026.47
01/11/2021,Van,45517,0,0.46,58,34243.65
02/11/2021,Coupe,46671,0,0.66,37,36942.44
03/11/2021,Hatchback,22811,0,0.72,13,15940.8
04/11/2021,Hatchback,27957,0,0.39,24,15759.18
05/11/2021,N/A,38210,0,0.85,21,30958.0
06/11/2021,SUV,40372,0,0.29,33,27257.67
07/11/2021,Wagon,26529,0,0.25,56,21070.38
08/11/2021,SUV,40018,1,0.51,46,28110.62
09/11/2021,Hatchback,21842,0,0.06,19,12597.61
10/11/2021,Hatchback,26103,0,0.0,50,14667.46
11/11/2021,SUV,49035,0,0.41,31,34178.58
12/11/2021,Wagon,39719,0,0.27,32,27799.15
13/11/2021,Sedan,29505,0,0.37,42,18728.05
14/11/2021,Convertible,70055,0,0.07,36,50376.23
